scene,style_or_trait,template,speaker_scope,target_scope,maintenance_note
灭团,躺平型,打到修理费见底再说吧,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,机制懂了，手不一定听,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,我没意见，团长随便标,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,过不过看缘分，先开再说,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,这把至少比上一把多活了五秒,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,不用鼓励，我情绪很稳定地绝望,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,都行，反正周常也不急,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,下把我接二断，三断还是原来的人,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,左边少一个控场，我换过去补位,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,刚才口令和标记不同步，统一以团长口令为准,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,我把团队减伤往后挪，避免和牧师重叠,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,小怪出来我先拉骷髅，法师控月亮,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,下把点名我走外圈，不穿近战位,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,需要停手提前喊，我这边能立刻收技能,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,我和另一组换边，减少来回交叉,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,战复顺序再说一遍：先奶，再坦，最后DPS,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,刚才两个人同时去补位才撞了，下一把我不动,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,第二轮我开群控，第三轮交给猎人,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,我负责报倒计时，其他人不用重复喊,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,坦被点时副T先嘲，三秒后再接回去,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,远程缺口我来站，原位置的人不用跟着换,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团队执行,分工没问题，下一把只要所有人按同一套执行,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,都别说话，先听我复盘,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,都别说话，开始抓内鬼咯,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,都别说话，等我查下日志,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,录像网址发群里了，先看看录像,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,开怪前都确认药、合剂、修理，别进战斗再说,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,谁不清楚自己的活现在问，开了以后别临时学,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,都恢复下，三分钟后开,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,先别甩锅，我一个一个点名,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,不会的现在说，不说我就当你会,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,我再强调一次，活着才有输出,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,团长型,别每次倒了才说没听见,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,刚才就两个问题，分开改，别整套推翻,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,下把打法不变，站位再散开一点,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,伤害够，少死人自然就进下阶段了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,别抢开，所有人修好并确认后再倒数,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,刚才节奏被第一波死人打乱了，开局稳住就行,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,统一按团长口令，不跟个人习惯走,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,打断顺序没必要换，只补上漏掉的那个位置,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,第二轮先保命，输出窗口后面还有,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,一把先改一个问题，别一口气全换,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,先确认谁没听懂，再开下一把,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,先别带情绪开怪，刚才其实已经快对了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,站位提前落好，比临时跑位可靠,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,减伤整体晚两秒，别的都不动,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,这把数据没问题，就是执行乱了，不用换配置,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,稳定型,修完再来，按一套节奏完整打一把,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,刚才那波叫《十个人如何同时忘记散开》,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,本场最佳演员已经用点名完成了谢幕,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,导演喊卡，这个爆炸特效预算超了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,我宣布，修理商成为今晚最大赢家,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,刚才Boss没出力，队友先把自己演没了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,下一场请各位记住台词：点名出人群,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,这波群演走位太自由，主线剧情直接断了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,镜头给到地板，依然有人坚持亲密接触,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,斩杀阶段还没拍到，前传已经拍了八集,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,谁把灾难片剧本带进团本了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,戏精型,别急，主角团通常要灭到最后一集才赢,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,小白型,刚才点名是要往墙边放吗，我跑反了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,那个读条轮到我断的时候能再喊一下吗,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,我第一次进二阶段，地上的白圈要躲还是踩,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,刚才骷髅出来我没看见，下把我盯标记,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,我是不是站得太靠里了，给我挂个星星吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,团长再说一遍减伤什么时候开，我记一下,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,我刚才跟错人了，原来不是跟坦走,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,小怪要先打月亮对吧，我下一把不碰Boss,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,那个线是不能穿人的？刚才真不知道,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,我技能栏里有打断，但不确定图标是哪一个,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,下把我站最外面，点名直接往后跑可以吗,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,刚才我以为红圈会消失，所以没动,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,谁有空私聊我一句二阶段怎么站，我怕又炸,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,我看过攻略但实战没见过，刚才脑子空了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,小白型,这波我的，别踢，我下一把照标记一步一步来,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,压力怪,不是，这也能死？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,说几遍了还中,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,能不能看一眼脚下,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,能不能带脑子来？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,这都躲不开吗？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,这反应是在梦游吗？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,别浪费大家时间,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,这么大的圈还踩，显示器开了吗？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,要不换条狗来操作吧,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,我闭着眼睛都比你打的好,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,换个人吧随便过,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,团长直接点名吧，磨磨唧唧只会继续灭,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,这也能死吗？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,这是AI吧，不像人,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,压力怪,但凡上过学应该不至于吧,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这都第几次了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这操作像是把显示器关了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,长脑子了吗,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,拟人行为,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,是听不懂还是看不懂,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这是碳基生物吗,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,受不了sb了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,是没脑子还是没手啊？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,你搁这当老板呢全程躺,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,是我对你期望太高了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,你是在用脚打的吗？,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,求你别操作了，挂机就是最大的贡献,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这脑子不用可以捐给有需要的人,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,天赋点全加到脸皮上了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这操作，狗看了都摇头,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,建议你按一下P，看看技能书，那是你从来没见过的东西,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,怪都知道换阶段，你还不知道换位置,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,厌蠢症,这已经不是手法问题了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,这团真有实力,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,今天算是长见识了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,原来这也能灭,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,没事，离日出还早呢,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,咱们团是不是在挑战最长开荒纪录,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,团长，今晚目标是灭到天亮吗,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,这执行力，打木桩都怕木桩反杀,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,每一把都能灭出新花样，属实难得,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,我准备写篇攻略：《论如何用一百种姿势灭同一个BOSS》,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,你们真该开直播，标题就叫“人类迷惑操作大赏”,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,没事，困难模式就是困难在队友随机,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,这把录像别删，反面教材挺完整,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,原来“全通经验”是全程通往墓地的经验,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,这波灭得挺有艺术感的,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,阴阳怪气,修理商应该给我们办张至尊会员,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,责任型,我的锅,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,这波我的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,刚我失误了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我的我的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我刚贪了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,抱歉，没注意脚下,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,刚才点名我带到人群了，我的，下把往外放,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我贪了最后一个读条，没躲开,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,那个打断我漏的，已经重新绑键了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,刚才治疗喊减伤我没开，下把绝不再犯,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我的锅，不用翻日志了。,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我的我的，刚才反应慢了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,我把技能顺序记反了，团长再给一次机会,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,责任型,这把确实是我送的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,治疗不足-数据执着,{target}本场{value} HPS，全团{team_value}，距离需求还差{gap}。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,治疗门槛是{required}，目前团队只有{team_value}，{target}最低。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,数据记录：{target}的有效HPS只有{value}。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,{target}排在治疗末位，资源利用率需要重新检查。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,别凭感觉说刷住了，{target}的最终HPS是{value}。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,全团治疗缺口{gap}，先核对{target}的技能覆盖。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,{target}的减员和断档已经体现在{value} HPS里。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,当前最低治疗是{target}，和其他治疗差距明显。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,日志显示{target}的关键团伤覆盖不足，最终{value} HPS。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,需求{required}、实际{team_value}，最低位{target}必须调整。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,{target}的治疗占比最低，本场记录为{value} HPS。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,全团HPS {team_value}，门槛{required}，末位是{target}。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,{target}的关键技能覆盖率不足，最终形成{gap}点缺口。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,按有效治疗统计，{target}的{value} HPS排在最后。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-数据执着,数据结论很明确：{target}需要优先调整治疗时间轴。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}这把只有{value} HPS，血条靠队友自己长吗？,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}先别看别人，治疗表最后一名就是你。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,团队还差{gap} HPS，{target}这个缺口太明显了。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}的治疗量再低一点，绷带都能竞争上岗。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,需要{required}团队HPS，{target}只刷了{value}。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}这不是省蓝，这是把蓝带回城。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,团血一直见底，{target}的技能是在等下个Boss吗？,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}这治疗量，坦克能活着全靠信念。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,治疗不足不是玄学，{target}的{value} HPS就在表里。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}别只盯着蓝条，先看看队友还有没有血条。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}下一把还刷{value} HPS，团血照样撑不到最后。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,治疗缺口已经是{gap}，{target}先把关键技能交出来。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}别再省大技能了，人倒了蓝再满也没用。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,团队需要{required} HPS，{target}不能继续垫底。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-压力怪,{target}先把治疗循环理顺，别让坦克拿命等读条。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,原来{target}今天修的是预防医学，尽量不产生治疗量。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}这{value} HPS，主打一个让队友学会自救。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,别人刷血，{target}负责观察生命的自然消逝。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}蓝条挺健康，队友的血条就不太健康。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,坦克倒得这么安详，看来{target}的治疗很有镇静效果。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}不是没治疗，只是治疗都在计划里。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,全团都在掉血，{target}在保护自己的法力生态。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}的治疗表很清爽，数字一点都不拥挤。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,Boss看见{target}的HPS，终于敢放心打坦克了。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}把治疗压力成功转化成了团队心理压力。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}把蓝条保养得不错，队友就没这么幸运了。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,别人抬血，{target}负责研究血条还能降多快。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}这治疗节奏很从容，主要是尸体不着急。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,看完{target}的{value} HPS，治疗药水都想申请进组。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,治疗不足-阴阳怪气,{target}今天的治疗理念，大概是尊重血量自由。,非责任人,最低HPS,仅用于整体HPS不足且没有明确机制责任人时，定向评论本场最低HPS
灭团,自信型,我肯定没问题啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我这边处理没问题,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,这个锅反正分不到我身上,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我操作没问题嗷,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,你们看回放就知道了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我这套处理打过很多次，不可能是站位问题,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我打了这么多年，这种机制我还能不懂？,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我该交的一个没少，回放能直接证明,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,这种机制我闭眼都不会错，肯定是别的问题,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我屏幕上看我是躲开了的，这游戏判定有问题,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我打的流程跟视频里一模一样，问题不可能出在我这,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我没吃任何额外伤害，别把团灭归我,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,按我说的站其实能过，是临时改口令改乱了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我那组处理最干净，先别拿我开刀,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,自信型,我没问题，你们找别人，别在我这浪费时间,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,钻空子,攻略都这么打，应该不算利用漏洞,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,钻空子,等一下，我看别人是贴门打的,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,钻空子,都来我这有个bug点,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,钻空子,听说有个bug可以把boss卡住,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,钻空子,好像有个bug可以试试,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,钻空子,正常打也能过，先试个省事的站法,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
